entity_id	radio	tv	fixed_tp	mobile	pc	laptop	fax
EC-01	409.3528789821001	490.66962796190023	277.7235360912002	477.28565280550015	149.75331162079993	77.87453074559998	6.068438351499994
EC-01A	5.912580140199999	7.422467350500001	3.3380982606999994	7.0952758293	1.5425171745	0.8474962513	0.056049273000000004
EC-01B	16.9346063519	21.987089378900006	10.6985299445	21.320471034500002	5.4232881597	3.1279102359999995	0.26677893020000004
EC-01C	5.1365144404	6.1474418089	3.6911373928	6.0399970885	2.0630220985	1.6461490016	0.2208433537
EC-01D	5.2570198269	6.3004751674	4.1348784969	6.1492145768	2.2261411999000003	1.929275551	0.1978093847
EC-01E	4.500090577	5.4555273756	4.4687903133	5.280001952899999	2.0995725944999997	2.5990918647999997	0.26608380579999996
EC-01F	11.403787218300002	13.356765753000001	9.3627503504	13.2227705771	5.3853212665	4.1909972465	0.31461778929999995
EC-01G	9.1554639975	11.2819421705	7.0787741385	11.062530413400001	3.7343322871	2.5870174027	0.24399398369999997
EC-01H	33.696027606200005	40.903833441100005	20.0973378851	39.504882467899996	12.633374892400003	5.601225855799999	0.3317464001
EC-01I	15.1401816275	18.0486628914	12.831084800699998	17.5229901014	7.3908526327	6.375682328199998	0.6931595327000001
EC-01J	43.4041118432	51.627777008900004	31.2463112441	50.02964775259999	17.263055844599997	10.074787921000002	0.8701424154
EC-01K	83.15030778469999	96.16763113679997	49.17137928949998	95.24962664559995	20.9481797981	5.450289432100002	0.32671823609999995
EC-01L	62.00232839220002	72.51513684479998	40.164630512200006	70.9099803799	22.533501220999998	8.2164285816	0.4631921389000002
EC-01M	31.099335021199995	37.0496409896	23.552673167300004	36.080231591600004	14.459224598399999	8.755774443099998	0.6440823433999999
EC-01N	55.18618069769999	65.67441700800002	38.376830622500016	64.11147934510001	22.740724281600002	11.064281654399998	0.7574859541000001
EC-01O	27.374343457200006	36.7308196365	19.5103296727	33.70655304889999	9.310203571299997	5.408122975500001	0.41573481040000004
EC-02	851.2783997463005	1013.4665096642998	536.7738182919003	982.3820913140985	253.77831078029968	87.03429512799998	5.831615701199995
EC-02A	32.173975175900004	40.90939980720001	22.771579659799997	38.6868292744	10.866096343499999	5.7808686797	0.40166614329999994
EC-02B	24.5683476669	33.9170573132	18.1293325965	32.18096359570001	8.1351473073	4.3760640272	0.30620304509999996
EC-02C	49.66773430209998	63.588201199100006	30.002706531199994	65.64272447100004	14.773274084600006	6.150432683699999	0.39284148490000004
EC-02D	88.11909768929998	103.29691166389998	45.75612450270003	100.59548434790004	18.555693076799997	4.9248262618	0.32482850080000003
EC-02E	111.32042222010001	126.01591346410002	68.22924411920002	121.76168525630004	27.343558512100007	7.223409485000001	0.43255316369999985
EC-02F	90.61883926610001	106.41854669159997	56.473854359399986	101.26682203240003	26.098906110599998	7.5313894256000005	0.46397997090000015
EC-02G	115.19856564960001	131.79012685420005	74.32779084539997	127.65457058150005	36.668737740299974	10.511695273299997	0.7537076743999999
EC-02H	76.53986411539998	90.66558707690001	53.67216803700001	86.60400352139999	29.100120767899995	10.6651340734	0.6386854280000003
EC-02I	40.13994030050001	50.56034300209999	28.6013917803	48.41067491469999	14.999155002199997	7.035541337	0.5106217303
EC-02J	67.4235167252	80.9017089062	43.40757900699998	77.6088562926	22.450375599599997	7.8058910105	0.430088962
EC-02K	96.68971164140002	113.19663171749994	57.406105336299994	109.75906178400002	23.719923506699995	5.707817906200002	0.43952662270000015
EC-02L	32.625847872799994	40.6624831393	20.7692310715	41.478519030899996	11.135326849099997	4.1440662653	0.2885869582
EC-02M	26.192537120999997	31.543598829	17.2267104456	30.73189621129999	9.931995879599999	5.1771586993	0.4483260169000001
EC-03	540.2698012061998	621.9782078923993	346.80994513539963	612.7010866425996	124.99576014600004	38.30354904749997	2.5440313260000016
EC-03A	52.3554573018	63.65548831440002	36.98044057949999	62.39746716630001	20.665712370900003	9.150983353699997	0.6451992854
EC-03B	71.63524664870003	85.41545044480002	44.3403629511	84.2728499571	18.50658319430001	4.8603189817	0.271498486
EC-03C	66.99515909219997	78.38580805969998	39.447393010700004	77.15296788429995	17.992912782000005	5.1004109853	0.3223891698000001
EC-03D	62.218866047599995	68.08746195090002	36.788116191799986	68.66714086200002	11.681406205299998	2.5182564005999994	0.1601373632
EC-03E	71.6264268818	82.63978975520001	46.63946857019998	79.72436948219999	14.126063886599999	3.768077882200001	0.18633700750000004
EC-03F	62.7207180772	74.56322234129996	40.9626691574	71.6749576014	17.687164387899998	5.934264413299999	0.3748450438
EC-03G	54.531671683700026	64.97881435850002	32.891893026800005	66.1191131054	11.409514424099994	4.233501591499999	0.35689587050000005
EC-03H	98.18625547319999	104.25217266759998	68.75960164790004	102.69222058390005	12.926402894899995	2.737735439200001	0.22672909980000003
EC-04	913.1691403356007	985.7218394297989	574.5095014120994	944.4789937956007	210.21198036809986	61.40143223130009	3.8893046839999994
EC-04A	95.44078721300001	102.28597820680001	57.235149143100024	98.5256357048	17.905348643000007	4.2564480838000005	0.1648473623
EC-04B	141.59932690780008	154.51052379810005	90.50001347530004	156.47092867270004	39.945188434700015	10.603808664800004	0.7155130348
EC-04C	52.719176194799985	56.31948873029999	33.44825687829999	53.032169650799986	13.2636195798	3.6650600148000003	0.1993804446
EC-04D	83.01753855499999	80.5827558028	55.68175687990001	71.92012654540002	5.401152356900003	1.1426343996000004	0.13813803449999995
EC-04E	69.36574329910002	73.85781728339998	44.613734424100016	67.37493962150002	10.337196011299998	2.0858382445000005	0.1010526023
EC-04F	63.38297694909999	70.16290541769999	39.869281803800014	67.42085695529998	17.591415500600004	5.768369892599998	0.35194500780000004
EC-04G	58.840855585	62.224361715200004	36.518515067200006	57.08797722699999	8.4702375664	2.1196968767999995	0.12488280330000001
EC-04H	23.255724547399996	25.650291256400003	16.6202668083	24.855642422099997	10.329100073599998	4.884155774	0.3588428586
EC-04I	28.2389385091	32.3548325183	20.325481491499996	31.60560396510001	12.958801678600002	6.624127341600001	0.53379809
EC-04J	72.64630349370002	83.00784447699996	46.84060526800001	79.67332824119998	23.192139214399994	6.5447975822	0.3923360036000001
EC-04K	96.48838750170002	106.75160389089994	60.12732895209999	103.06126524209999	26.813074722900005	7.002717840400001	0.42744971850000013
EC-04L	46.063977736300025	48.14843665730001	22.6756746694	47.51194153819999	5.914750824799999	1.6815325234000003	0.11982994629999998
EC-04M	82.10940384359998	89.86499967560002	50.053436551099985	85.93857800939995	18.089955761100004	5.022244992799998	0.26128877739999995
EC-05	397.6368655601001	419.5460692780001	225.87068695549988	414.05865815669995	55.5987049472	14.801635671599982	0.95337925
EC-05A	114.56522517069989	126.14852183359997	61.0111079834	128.55891136809998	13.959566430300008	3.951911119400003	0.21329368010000002
EC-05B	107.08365381019998	105.61065486750006	61.949200867299986	99.06712396700003	6.929836050299999	1.5360363245	0.1721100891
EC-05C	81.5234299126	87.71517402219996	48.91571027709997	88.04128695569999	18.21812932869999	5.224351424700001	0.3201076272000001
EC-05D	94.46455666659996	100.0717185547	53.99466782770001	98.3913358659	16.491173137899995	4.089336802999999	0.24786785360000002
EC-06	361.2211101904	383.81822908590055	239.39188681919973	352.6595402770996	43.412286878099984	9.781938555500012	1.3520934445
EC-06A	98.30052591899997	111.78421979579996	67.8596610475	100.80565937760001	15.205383872899995	3.927716051699999	0.6416129676999999
