entity_id	valid	rejected	polled	electors	UNP	SLFP	JVP	LSSP	ACTC	NSSP
EC-01	52027.67311918292	602.580289598204	52630.25340878112	64115.170878606674	32169.471826114535	16686.684940452848	1671.6406712836376	909.2866134217585	398.3373963483863	192.2516715617547
EC-01A	3056.8549140536743	41.29526302934082	3098.1501770830155	4131.96810979147	2110.0083961774494	764.2137285134186	118.1403611882881	25.92624339755137	34.25711385216621	4.309070924800782
EC-01B	3339.710302740218	26.32971057847886	3366.0400133186968	4534.830098173362	2431.797836752319	784.9456014484083	75.46664342831576	14.765986337930713	28.820358876443077	3.9138758968009117
EC-01C	1939.7376455916087	17.412366657016236	1957.1500122486248	2690.2391933723807	1220.749626973699	624.9041489432777	60.40093089548583	22.55044206400463	7.53584393024965	3.5966527848918783
EC-01D	4686.325895346344	56.59140038601759	4742.917295732361	6477.457001930088	2838.4705447137035	1496.8823933090287	179.60463221102296	109.99455286296376	42.50997212095218	18.86380012867253
EC-01E	5648.0035112102705	62.16605098569913	5710.169562195969	7993.485059068797	4378.351011301708	940.6079880033649	114.03708715847993	80.97425112468454	103.14812918327786	30.88504443875498
EC-01F	3553.9209550145006	36.92527146422068	3590.8462264787213	4694.966412625616	2158.2184528225534	1199.9803736426788	103.59084777770285	63.2095164227423	18.28073784312403	10.641026505699063
EC-01G	3804.571901241807	41.458285343329216	3846.030186585136	5021.847098611606	2125.860993026616	1409.6816011559483	166.83213620086698	77.7217975833979	9.890048792746006	14.585324482231483
EC-01H	871.9869057369566	9.675330095415964	881.6622358323725	1109.964520285674	447.7458721770386	375.5270779969429	37.724910922493436	8.947461225852562	0.5148340784716752	1.5267493361573816
EC-01I	1290.0537341379086	11.395103955210738	1301.4488380931193	1799.0858244579777	765.6352066590658	451.3558021189622	52.740441033341675	16.056737391433312	0.9749821565955711	3.2905647785100522
EC-01J	845.2206029971314	10.606377533813944	855.8269805309454	1076.9529878075393	412.4981014993593	372.84588618518416	49.240734642379614	8.393642304228282	0.48680175050884583	1.7554366154712924
EC-01K	258.60723968147835	2.7230137985532794	261.3302534800316	309.50437055498145	131.69305209409762	116.04190018843839	8.337067655461674	1.1761838186128504	0.3459364172390736	1.0130995076287157
EC-01L	377.7961888390258	3.8267034764664176	381.6228923154922	481.5152157294559	195.3923174726402	161.5525272409682	14.943696057733822	4.126974004729294	0.3491517770498556	1.431522285904408
EC-01M	1062.6133395783588	11.55671179037078	1074.1700513687297	1395.3219124033335	525.5478024467603	465.2697087408297	50.57279442835105	18.43617091684782	0.5261909246880456	2.260672120881974
EC-01N	741.7514068310824	7.095281203105631	748.846688034188	950.5267094017094	342.3941736804332	355.4735882755921	30.094702159587655	11.392611894043192	0.38823236771710057	2.008098453709141
EC-01O	1789.518576182553	21.523419301164726	1811.0419954837178	2444.5063643926787	977.1084383170906	692.4026146898027	79.91368552412646	34.61404207273592	1.3090622771571192	4.170733301640124
EC-01P	18761	242	19003	19003	11108	6475	530	411	149	88
EC-02	23801.428674947456	228.69246389530505	24030.121138842762	26094.654008830497	13355.5015996328	9402.23467326711	738.6621444358335	219.85709276093974	24.332646595562334	60.84051825521104
EC-02A	1353.5543312918387	12.261501210653753	1365.8158325024926	1673.767041731947	847.8323201823102	453.44474006551775	40.44852869961544	6.693337131462755	3.433220338983051	1.70218487394958
EC-02B	606.4360893791861	5.527691788146564	611.9637811673327	803.4473180615748	407.14401699780495	179.04623037091238	14.074147295547926	3.166347723307255	1.3014225811898463	1.7039244104238196
EC-02C	520.6325139024694	4.517710303119063	525.1502242055885	626.0698763315571	273.99861298367887	227.7153428988641	14.018341352470138	3.4528952888827624	0.3721683544903576	1.0751530240832554
EC-02D	475.66131020733087	4.005100495255271	479.6664107025862	570.1149302204344	240.8066672772232	217.3786835931721	14.342339042036816	2.1416162370462213	0.2595898469146935	0.7324142109378853
EC-02E	338.13810912626076	2.785283752582331	340.9233928788431	411.936474662778	176.49259326771175	140.68013731923685	18.564673714910683	1.8413172925021266	0.1689816502612711	0.39040588163810913
EC-02F	475.40556605413525	3.2778092423639182	478.68337529649915	571.4889166774144	243.7572828055694	212.35110552848352	16.36440102954618	2.13591579702912	0.2218066404607163	0.5750542530463015
EC-02G	428.70799330110844	3.273103054268863	431.9810963553773	510.45945098214935	171.50298817612037	239.73576905627405	14.66045693609728	2.0704279785142576	0.24357976217814795	0.49477139192436304
EC-02H	758.1091482139153	6.6669347943764015	764.7760830082917	933.2548123864884	359.07311286152975	367.93226992871854	25.04291561059762	4.332862845087951	0.42554902942828093	1.3024379385532234
EC-02I	903.6910346812491	7.916157621290089	911.6071923025391	1129.4150783293055	525.9053895127555	341.85472481776094	27.30101081276889	5.612685526570432	0.47042739962584545	2.546796611767508
EC-02J	881.7974896766804	6.853943074953556	888.6514327516339	1076.626560529786	423.9114600879768	419.435080998354	32.006930340452975	5.03387685170034	0.27874888103878104	1.1313925171574053
EC-02K	593.6394272913217	5.493133339826628	599.1325606311483	700.7396513100224	281.25054381351254	291.14665108275705	17.675400149345798	2.6142657705918637	0.34927437420862956	0.6032921009058148
EC-02L	1024.7661548355977	9.209261194629793	1033.9754160302275	1245.6536538306939	570.480038588311	416.41583728595543	31.199179998392154	5.323402202749417	0.2920009647077739	1.055695795481952
EC-02M	956.8895069863621	9.904834023838822	966.7943410102009	1210.680243776349	510.3465730782953	393.09810032110323	44.96381945405165	6.438142115495234	0.5158767720749386	1.5269952453418183
EC-02P	14484	147	14631	14631	8323	5502	428	169	16	46
EC-03	12996.151993128566	147.38089969935572	13143.532892827921	13852.068257365332	7258.731699699184	4968.787447550907	343.3124050503183	373.7048983120413	7.631413023286793	43.98412949282791
EC-03A	754.9119802110076	9.375466146955755	764.2874463579634	935.4554841369488	369.0360736840133	330.4401739032663	27.849427505949816	24.595019020669753	0.37391076213856045	2.617375334969923
EC-03B	147.98309441854386	1.7033244738791338	149.68641889242298	176.33476754825497	72.2312644329223	69.16365299986929	4.293571086227179	1.9799790858786108	0.09493050411746765	0.21969630952899655
EC-03C	492.430371876121	4.302953485591295	496.7333253617123	575.1895731196939	253.6398899916298	220.47246203515485	12.758866435489656	3.3654908525648692	0.44998206385268447	1.7436804974291522
EC-03D	633.3130974402901	8.533319968288394	641.8464174085785	752.1197842152744	315.0290598602138	294.23825622613657	14.63273767758044	7.638934198416242	0.9383719552756996	0.83573752266742
EC-03E	269.6967558486981	3.9538093992261407	273.65056524792425	329.79892733706953	130.69447695633616	123.5445382316897	11.546617462787273	2.8653112650262313	0.5709279429381877	0.47488398992054864
EC-03F	641.6208834167085	7.364026417325087	648.9849098340336	781.4531562855562	314.86026023226395	276.65636501166404	27.747459016914462	20.539857997343013	0.4692761932609124	1.3476649652621073
EC-03G	306.6234140959817	3.1590904957901182	309.7825045917718	373.730858524935	162.31569567615733	129.78403215149513	10.522558783771496	3.530748201177191	0.22647891422024743	0.24390036916026647
EC-03H	323.572395821215	5.988909312299805	329.56130513351485	398.9857061976004	162.92497886564757	133.48796699163157	12.96116708159799	13.189557690965355	0.5075346874830343	0.5011905038894965
EC-03P	9426	103	9529	9529	5478	3391	221	296	4	36
EC-04	17698.394971928064	173.32115643430586	17871.716128362372	19325.59549271203	11030.384926986604	6127.771611845342	366.8444298355337	124.65289936521307	17.222937190534672	31.518166704836712
EC-04A	206.44372153545868	1.4302951440231857	207.87401667948185	240.2093807298752	118.82143490861773	79.36132962678181	7.298515407819246	0.654994972496599	0.12030519902998757	0.18714142071331402
EC-04B	380.94674419500177	3.2819659979205977	384.22871019292234	448.02904424506147	234.2727001424776	126.4018011860295	18.30306326774231	1.2476895529284917	0.2278389618391159	0.4936510839847511
EC-04C	742.9313569509263	8.140662565408004	751.0720195163343	892.6598783764672	472.2010500636402	251.10321206335738	14.256814806957998	3.43101223306463	0.7884934945552255	1.1507742893508697
EC-04D	226.174895284421	2.868450209431158	229.04334549385217	254.69914876368057	122.46199162275369	98.08817727334144	3.653668423186056	1.257951628158357	0.304472368598838	0.408633968382651
EC-04E	121.70757282825967	1.2030179899728022	122.91059081823246	14.170380443687126	59.7363764459154	57.43397122915097	3.699167677032474	0.4505685355703379	0.2523183799193892	0.13517056067110136
EC-04F	1156.5506413787678	11.817502164161485	1168.3681435429291	1375.2909420004723	679.7893287164555	429.3581490517038	37.88258440229795	5.9919729283072325	1.9973243094357442	1.531281970567404
EC-04G	370.57232896208194	4.61543153400427	375.18776049608624	434.1961641421843	226.26762901968758	136.969062383518	4.671173460743452	1.839483582393006	0.4793805699569652	0.3455999457829284
EC-04H	983.3132401484078	7.948226313026612	991.2614664614345	1246.5229151281665	576.8920217451265	379.30542827400285	17.818947799240167	5.710097603943306	0.9182066498803306	2.668538076214711
EC-04I	799.5356217486492	7.078313616004177	806.6139353646533	1037.3739329543855	548.4472653503926	226.5757727920943	14.226364311968988	5.195412457067105	2.2315865587402333	2.8592202783859237
EC-04J	363.6871740217114	2.985560281815009	366.67273430352645	429.2868231676837	191.51680232393633	161.6428268271289	8.85563111282975	1.2034104520546651	0.1377950899299235	0.3307082158318164
EC-04K	234.08091609936432	1.5726432532347505	235.65355935259907	276.31853388034807	149.84860917001038	77.35359091114016	5.446715657544745	0.9589288129480186	0.17260718633064334	0.30046436139037913
EC-04L	1507.2620458703113	13.959738747864476	1521.221784618176	1791.4879957062728	934.6647415448348	543.5086101325916	18.707467154498588	6.660992092889648	2.1258485402839304	1.5943864052129477
EC-04M	904.1887129047034	9.41934861743931	913.6080615221426	1087.3503531737422	563.4649759327564	309.6696800945011	22.024316353671963	6.050384513391673	1.466759882034345	1.5125961283479183
EC-04P	9701	97	9798	9798	6152	3251	190	84	6	18
EC-05	3685.7557558437084	38.8037198809589	3724.559475724667	3931.4422152466423	2337.788983666128	1190.0358975745253	125.88105454683537	15.710812970532356	3.0099415637806457	13.329065521906742
EC-05A	359.42747785216943	2.66053178060996	362.0880096327794	418.3323425220897	189.12580200450228	150.2889484797543	17.283090865728596	2.135335896645396	0.3178817192417095	0.2764188862971387
EC-05B	59.58323404931295	0.5246734974072687	60.10790754672022	67.76196797948508	33.4749407132564	23.434773235297452	2.2337202573441806	0.2989867356548774	0.07522892058413044	0.06558418717590858
EC-05C	542.1610186019299	5.031938111202949	547.1929567131327	662.4122143076052	340.2923929901464	176.29971117323103	21.2190161315787	2.3189353343796726	1.2882974079887068	0.7426655646052546
EC-05D	162.58402534029622	1.586576491738721	164.17060183203495	191.93569043746254	100.89584795822276	52.012464686242616	8.145227292183888	0.9575550038524099	0.3285335159660988	0.24439688382843935
EC-05P	2562	29	2591	2591	1674	788	77	10	1	12
EC-06	4663.777605666164	43.1238417997233	4706.901447465887	5145.3145988825845	2900.721720453591	1590.8611386202595	120.06066759700232	29.93136545782881	10.76189617496923	11.440817362512885
EC-06A	890.1730374781304	11.909759535873361	902.0827970140037	1084.2519715569256	619.4830081112066	232.46596955126287	23.719226359865683	7.9231242386020675	4.763903814349344	1.8178054028438289
EC-06B	889.7349278513541	9.01996441984582	898.7548922711999	1046.428622257363	526.6531725637478	339.2634117414509	17.363431508203202	4.115358766554655	1.4375568294129275	0.901996441984582
EC-06C	283.6451744080969	3.0345201518163747	286.6796945599133	328.6269880715706	170.46087113681548	102.36557925176216	8.105797035966022	1.6656876920296404	0.4122989336707031	0.6349403578528827
EC-06D	523.2244659285825	6.159597692187743	529.3840636207702	596.0070169967254	294.1246686418213	207.76617807578356	15.872212692967409	3.227194760642445	1.1481365975362545	1.086075159831592
EC-06P	2077	13	2090	2090	1290	709	55	13	3	7
EC-07	12145.509251334228	143.9576819486175	12289.466933282845	13195.634285251697	6681.75917080982	4605.491050809356	508.0352225948635	301.9604972620664	4.798752016433692	43.46455784168837
